,Unnamed: 0,AgriDemand,CommercialDemand,Conflict,Country,CurrentHVLineDist,CurrentMVLineDist,EducationDemand,ElecPop,ElectrificationOrder,Elevation,GHI,GridCellArea,HealthDemand,Hydropower,HydropowerDist,HydropowerFID,IsUrban,LandCover,NightLights,PerCapitaDemand,PlannedHVLineDist,PlannedMVLineDist,Pop,ResidentialDemandTier1,ResidentialDemandTier2,ResidentialDemandTier3,ResidentialDemandTier4,ResidentialDemandTier5,ResidentialDemandTierCustom,RoadDist,Slope,SubstationDist,TransformerDist,TravelHours,WindVel,X_deg,Y_deg,id,Admin1,GDP,Cat_1,Cat_2,Cat_3,Unc,Prim,Sec,GridPenalty,WindCF,PopStartYear,ElecPopCalib,Pop2025,Pop2030,Pop2020,ElecStart,GridDistCalibElec,FinalElecCode2020,Commercial_Multiplier,MiniGridLCOE,PVCapacity,DieselCapacity,BatteryCapacity,NPC
15468,15486,0,0,0,Sierra Leone,167.699,7.921,0.0,0.0,0,186.07641,1821.71762,0.081,1460.0,447.845,11.97579,40,0,2,0.0,0,14.034,7.921,886.11462,8.0625,45.62499999999999,167.29166666666663,441.0416666666666,623.5416666666666,175.60000610351562,0.0,0.68984,162.132,9999,0.56715,2.82018,-11.04247,7.77022,15499,Eastern,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.1180710378266303,0.0046519167181962,1098.4646443391453,0.0,1158.609343740668,1222.047171314082,1098.4646443391453,0,7.921,99,0.4499999999999999,0.25,75.6,31.2,65.1,353413
11643,11657,0,0,0,Sierra Leone,171.863,14.553,9271.0,0.0,0,397.0,1868.5,1.079,1460.0,1757.37,22.38922,144,2,14,0.0,0,74.102,14.553,18921.01888,8.0625,45.62499999999999,167.29166666666663,441.0416666666666,623.5416666666666,235.67143903459825,0.0,0.84264,171.965,9999,1.725,3.20095,-10.37219,8.28002,11659,Eastern,1.7142857142857142,1.0,0.0,0.0,0.0,5.0,2.0,1.141803222449539,0.0103974480350719,23455.284232364265,0.0,27351.901025542706,31895.86117565772,23455.284232364265,0,14.553,99,0.4392857142857143,0.257,1477.3,665.0,1245.1,7722308
10839,10850,0,0,0,Sierra Leone,160.937,14.992,0.0,0.0,0,366.54987,1878.34999,0.095,0.0,1757.37,17.19589,144,0,14,0.0,0,66.776,14.992,1003.17858,8.0625,45.62499999999999,167.29166666666663,441.0416666666666,623.5416666666666,175.60000610351562,0.0,0.51267,161.038,9999,1.4225,3.32447,-10.44615,8.35907,10849,Eastern,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.141803222449539,0.0128875565181326,1243.5820120972032,0.0,1311.6723841307291,1383.4909371113606,1243.5820120972032,0,14.992,99,0.4125,0.248,76.2,35.8,77.5,394657
19441,19462,0,0,0,Sierra Leone,96.567,0.0,0.0,0.0,0,51.78394,1793.15496,0.58,0.0,495.315,8.33163,33,0,14,0.0,0,100.333,0.0,1956.90139,8.0625,45.62499999999999,167.29166666666663,441.0416666666666,623.5416666666666,7.4,0.0,0.56984,129.865,9999,2.051,2.95536,-12.269,7.83882,19486,Southern,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.141803222449539,0.0063691278633966,2425.8565888159355,0.0,2558.680540936229,2698.7770591011067,2425.8565888159355,0,0.0,99,0.375,0.301,302.6,69.4,147.0,960897
6797,6802,0,0,0,Sierra Leone,82.187,6.112,0.0,0.0,0,349.72962,1916.0,0.345,1460.0,8236.96,1.82421,153,0,8,0.0,0,15.735,6.112,1991.24896,8.0625,45.62499999999999,167.29166666666663,441.0416666666666,623.5416666666666,147.5666707356771,0.0,0.53862,82.279,9999,0.58771,3.00415,-11.0453,8.7555,6798,Eastern,1.6666666666666667,1.0,0.0,0.0,0.0,0.0,0.0,1.081157163930403,0.0070741806766715,2468.43526928502,0.0,2603.590549910899,2746.1460447973504,2468.43526928502,0,6.112,99,0.475,0.27,156.4,73.9,189.7,849734
12127,12141,0,0,0,Sierra Leone,138.654,9.597,0.0,0.0,0,262.57556,1880.0,0.155,0.0,160.437,11.28025,52,0,2,0.0,0,26.159,9.597,881.24652,8.0625,45.62499999999999,167.29166666666663,441.0416666666666,623.5416666666666,175.60000610351562,0.0,1.21958,136.823,9999,1.00276,2.81861,-10.81621,8.22405,12144,Eastern,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1180710378266303,0.004633959105862,1092.429944522199,0.0,1152.24422345153,1215.3335389008462,1092.429944522199,0,9.597,99,0.4125,0.251,75.8,31.0,65.0,352349
19051,19072,0,0,0,Sierra Leone,150.943,6.581,0.0,0.0,0,196.97996,1868.14044,0.301,0.0,172.1,1.34602,48,0,2,0.0,0,32.936,6.581,1656.20442,8.0625,45.62499999999999,167.29166666666663,441.0416666666666,623.5416666666666,175.60000610351562,2.057,0.50099,149.841,9999,0.95712,3.0287,-10.79491,8.0792,19094,Eastern,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1180710378266303,0.0074465019866698,2053.1000822085757,0.0,2165.514339619624,2284.083662426064,2053.1000822085757,0,6.581,99,0.4499999999999999,0.25,141.1,58.3,121.6,660373
20460,20483,0,0,0,Sierra Leone,172.39,0.0,0.0,0.0,0,158.31882,1806.33624,0.156,0.0,4757.45,19.06171,131,0,2,0.0,0,16.893,0.0,926.96162,8.0625,45.62499999999999,167.29166666666663,441.0416666666666,623.5416666666666,175.60000610351562,0.0,1.6439,172.212,9999,0.35929,2.7458,-11.09665,7.64344,20505,Eastern,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1180710378266303,0.0038495552591393,1149.1002893387968,0.0,1212.0174636335269,1278.379568590933,1149.1002893387968,0,0.0,99,0.4499999999999999,0.249,75.7,32.7,68.5,366374
20191,20213,0,0,0,Sierra Leone,146.452,4.011,0.0,0.0,0,278.20436,1887.97079,0.404,1460.0,160.437,13.95945,52,0,2,0.0,0,43.275,4.011,2448.7298,8.0625,45.62499999999999,167.29166666666663,441.0416666666666,623.5416666666666,175.60000610351562,5.143,1.33768,146.566,9999,1.43993,3.18829,-10.65711,8.27589,20236,Eastern,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.102740091357838,0.0101600630900036,3035.547600873199,0.0,3201.7542229200744,3377.0612264613096,3035.547600873199,0,4.011,99,0.4125,0.258,173.7,65.9,358.1,1061953
15560,15578,0,0,0,Sierra Leone,125.916,0.0,0.0,0.0,0,88.45384,1806.95462,0.052,0.0,423.42,12.74499,37,0,2,0.0,0,32.163,0.0,878.17937,8.0625,45.62499999999999,167.29166666666663,441.0416666666666,623.5416666666666,91.5,0.0,0.6771,146.545,9999,1.16896,2.83905,-11.62804,7.74841,15591,Southern,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1180710378266303,0.0048712548933313,1088.62777744602,0.0,1148.233874712837,1211.103609840996,1088.62777744602,0,0.0,99,0.4125,0.267,88.4,30.4,53.8,376120
1852,1852,0,0,0,Sierra Leone,67.298,2.959,0.0,0.0,0,406.43944,1971.28028,0.146,0.0,333.811,18.31076,106,0,8,0.0,0,62.112,2.959,1662.21108,8.0625,45.62499999999999,167.29166666666663,441.0416666666666,623.5416666666666,91.5,10.179,1.34517,67.312,9999,4.638,2.94194,-11.19665,9.38091,1853,Northern,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.060639190237012,0.0061832569909389,2060.546188492846,0.0,2173.3681457115185,2292.3674912856363,2060.546188492846,0,2.959,99,0.3,0.272,132.7,61.7,161.1,715845
18610,18628,0,0,0,Sierra Leone,17.043,0.0,0.0,0.0,0,27.70099,1866.91643,0.365,0.0,1289.29,30.80999,157,0,14,0.0,0,17.043,0.0,857.93964,8.0625,45.62499999999999,167.29166666666663,441.0416666666666,623.5416666666666,103.5142822265625,0.0,0.5902,16.983,9999,0.57207,3.49312,-13.18061,8.62755,18652,Northern,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,1.141803222449539,0.0168040239204235,1063.5377639035617,0.0,1121.770097043997,1183.1908497573618,1063.5377639035617,0,0.0,99,0.4553571428571428,0.277,92.7,31.5,69.4,381382
5795,5800,0,0,0,Sierra Leone,44.652,15.593,0.0,0.0,0,8.23526,1877.07565,0.129,0.0,1289.29,2.02036,157,0,8,0.0,0,44.652,15.593,1051.17988,8.0625,45.62499999999999,167.29166666666663,441.0416666666666,623.5416666666666,175.60000610351562,5.662,0.51496,46.064,9999,1.7577,3.36895,-13.03497,8.84778,5796,Northern,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0702450512140544,0.0138622455662182,1303.0864257951926,0.0,1374.4348681665967,1449.6898819887158,1303.0864257951926,0,15.593,99,0.4499999999999999,0.272,99.9,33.6,96.5,456237
15525,15543,0,0,0,Sierra Leone,97.625,0.0,0.0,1806.4134846153845,0,43.37932,1791.62197,1.115,1460.0,712.015,14.70347,31,0,14,0.8915420770645142,0,101.827,0.0,3354.7679,8.0625,45.62499999999999,167.29166666666663,441.0416666666666,623.5416666666666,91.5,0.913,0.57752,130.394,9999,2.34278,2.99947,-12.30935,7.76166,15556,Southern,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.141803222449539,0.0070045449213325,4158.710222063462,4158.640469668559,4386.413842287421,4626.585015164609,4158.710222063462,1,0.0,1,0.375,0.3,513.1,119.3,251.9,1641012
19232,19253,0,0,0,Sierra Leone,119.812,3.982,0.0,0.0,0,99.80133,1817.13866,0.131,1460.0,423.42,6.17028,37,0,2,0.0,0,37.425,3.982,1340.37904,8.0625,45.62499999999999,167.29166666666663,441.0416666666666,623.5416666666666,91.5,0.0,0.59533,140.001,9999,0.55952,2.6698,-11.6389,7.80697,19275,Southern,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.1180710378266303,0.0031289534864897,1661.589767532833,0.0,1752.5674950472508,1848.5265645664265,1661.589767532833,0,3.982,99,0.4499999999999999,0.265,104.4,41.3,126.5,562325
20400,20422,0,0,0,Sierra Leone,104.601,1.627,0.0,724.51936,0,90.10822,1824.0,0.509,1460.0,172.204,6.51847,34,2,14,1.0879257917404177,0,54.731,1.627,6520.67424,8.0625,45.62499999999999,167.29166666666663,441.0416666666666,623.5416666666666,112.5250015258789,0.707,0.55913,131.658,9999,0.18821,2.6545,-11.78351,7.88114,20445,Southern,1.25,1.0,0.0,0.0,0.0,0.0,0.0,1.141803222449539,0.0029955931264599,8083.29977660568,852.1125656898332,9426.175068236382,10992.14168379538,8083.29977660568,1,1.627,1,0.459375,0.298,722.3,218.6,939.3,3271456
15964,15982,0,0,0,Sierra Leone,178.039,5.673,0.0,0.0,0,147.134,1797.67547,0.095,0.0,4757.45,26.31401,131,0,2,0.0,0,23.812,5.673,876.85559,8.0625,45.62499999999999,167.29166666666663,441.0416666666666,623.5416666666666,175.60000610351562,5.74,2.31339,175.574,9999,0.55425,2.66433,-11.02954,7.64075,15996,Eastern,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.102740091357838,0.0030808327528095,1086.986764540846,0.0,1146.5030107337989,1209.2779751342327,1086.986764540846,0,5.673,99,0.4499999999999999,0.25,74.4,30.7,64.7,349024
14293,14310,0,0,0,Sierra Leone,175.1,3.924,0.0,0.0,0,215.62004,1849.8075,0.13,1460.0,7514.12,20.43744,133,0,2,0.0,0,53.065,3.924,858.01598,8.0625,45.62499999999999,167.29166666666663,441.0416666666666,623.5416666666666,217.65000915527344,5.547,0.53628,173.876,9999,1.37308,2.64059,-10.62742,7.93798,14324,Eastern,1.5,1.0,0.0,0.0,0.0,0.0,0.0,1.102740091357838,0.0028776708263162,1063.6323981518362,0.0,1121.869912841305,1183.2961308112483,1063.6323981518362,0,3.924,99,0.43125,0.245,68.2,30.0,62.1,333688
16378,16396,0,0,0,Sierra Leone,146.269,6.441,0.0,0.0,0,75.58373,1787.80542,0.061,1460.0,464.172,4.09803,27,0,11,0.0,0,20.851,6.441,2073.67966,8.0625,45.62499999999999,167.29166666666663,441.0416666666666,623.5416666666666,91.5,0.0,0.57291,168.479,9999,1.05,2.9305,-11.60036,7.5516,16410,Southern,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.06690609198879,0.0060275299731939,2570.619803333365,0.0,2711.370036983445,2859.8268277241004,2570.619803333365,0,6.441,99,0.4125,0.269,207.3,76.7,125.6,892871
18149,18167,0,0,0,Sierra Leone,61.066,0.0,5000.5,0.0,0,50.33333,1874.33333,1.519,1460.0,3015.44,22.25953,158,2,8,0.0,0,43.963,0.0,12513.34962,8.0625,45.62499999999999,167.29166666666663,441.0416666666666,623.5416666666666,154.57501220703125,0.0,0.65933,76.527,9999,1.5,3.08999,-12.92318,9.10668,18191,Northern,2.75,1.0,0.0,0.0,0.0,3.0,1.0,1.081157163930403,0.0084280478752644,15512.070142601506,0.0,18089.084022110143,21094.216165276044,15512.070142601506,0,0.0,99,0.478125,0.281,1189.0,343.5,1904.5,5938817
18267,18285,0,0,0,Sierra Leone,1.45,0.0,0.0,0.0,0,120.56116,1893.0,0.61,1460.0,682.605,14.26662,87,0,14,0.0,0,1.45,0.0,3870.24924,8.0625,45.62499999999999,167.29166666666663,441.0416666666666,623.5416666666666,119.53333536783856,0.0,0.59758,30.807,9999,0.16969,2.56854,-11.97816,8.95444,18309,Northern,1.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.141803222449539,0.0023162067234815,4797.722392753713,0.0,5060.414116707858,5337.48911176127,4797.722392753713,0,0.0,99,0.4624999999999999,0.28,365.4,143.1,365.4,1724745
19230,19251,0,0,0,Sierra Leone,88.365,2.969,0.0,0.0,0,30.33333,1784.66667,1.588,0.0,179.015,6.00759,35,2,8,0.0,0,88.365,2.969,7402.75196,8.0625,45.62499999999999,167.29166666666663,441.0416666666666,623.5416666666666,31.428571428571427,8.168,0.52615,121.088,9999,2.46111,3.05972,-12.38202,7.80616,19273,Southern,1.2857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,1.0702450512140544,0.0079339431957292,9176.76011131868,0.0,10701.291521916295,12479.092713319464,9176.76011131868,0,2.969,99,0.3857142857142857,0.3,1130.6,263.0,557.6,3620839
18035,18053,0,0,0,Sierra Leone,73.654,38.826,5183.0,0.0,0,55.88704,1925.60194,0.559,0.0,831.736,10.02818,110,0,8,0.0,0,3.472,38.826,4182.14754,8.0625,45.62499999999999,167.29166666666663,441.0416666666666,623.5416666666666,41.03999938964844,0.0,0.51732,109.839,9999,2.81165,3.39129,-12.66664,9.39828,18077,Northern,1.4,0.0,0.0,0.0,1.0,1.0,1.0,1.081157163930403,0.0143674797354798,5184.364535256094,0.0,5468.226240016273,5767.630344791225,5184.364535256094,0,38.826,99,0.39,0.272,414.6,153.2,343.1,1816173
8984,8989,0,0,0,Sierra Leone,67.057,3.797,0.0,0.0,0,335.45237,1885.15353,0.104,0.0,247.621,13.50065,61,0,8,0.0,0,3.348,3.797,1031.13253,8.0625,45.62499999999999,167.29166666666663,441.0416666666666,623.5416666666666,7.400000095367432,3.719,0.65956,67.388,9999,1.21411,2.94497,-11.39191,8.55758,8986,Northern,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.081157163930403,0.0062249216843325,1278.23489452524,0.0,1348.2226304910246,1422.04243457402,1278.23489452524,0,3.797,99,0.4125,0.273,98.8,38.4,87.4,448527
20152,20174,0,0,0,Sierra Leone,137.202,5.546,0.0,0.0,0,303.85438,1888.76866,0.087,0.0,160.437,18.28419,52,0,2,0.0,0,36.89,5.546,816.29629,8.0625,45.62499999999999,167.29166666666663,441.0416666666666,623.5416666666666,175.60000610351562,0.0,1.12837,137.315,9999,1.19359,3.14119,-10.71654,8.33647,20197,Eastern,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1180710378266303,0.0093056996470731,1011.914930226762,0.0,1067.3207365146982,1125.7602003549828,1011.914930226762,0,5.546,99,0.4125,0.252,59.3,29.5,68.7,325157
8126,8131,0,0,0,Sierra Leone,79.281,0.0,0.0,0.0,0,357.99069,1899.38529,0.311,1460.0,205.682,13.58194,67,0,14,0.0,0,0.508,0.0,1463.22301,8.0625,45.62499999999999,167.29166666666663,441.0416666666666,623.5416666666666,91.5,0.0,0.50986,79.395,9999,0.36849,3.03297,-11.1448,8.64071,8127,Eastern,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.141803222449539,0.0075124702059957,1813.872276781195,0.0,1913.187992951008,2017.941584546,1813.872276781195,0,0.0,99,0.4499999999999999,0.258,111.1,53.5,125.0,597226
12922,12937,0,0,0,Sierra Leone,131.16,0.534,0.0,0.0,0,191.1925,1871.69287,0.138,0.0,104.255,9.06698,51,0,2,0.0,0,8.924,0.534,1619.23186,8.0625,45.62499999999999,167.29166666666663,441.0416666666666,623.5416666666666,175.60000610351562,4.803,1.1918,131.142,9999,0.61974,3.04944,-11.00965,8.12052,12947,Eastern,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1180710378266303,0.0077702936830416,2007.2673546425772,0.0,2117.1721133306446,2233.094533768825,2007.2673546425772,0,0.534,99,0.4499999999999999,0.257,139.7,56.5,98.0,662254
18222,18240,0,0,0,Sierra Leone,59.405,18.51,0.0,0.0,0,15.85769,1866.78556,0.407,0.0,1289.29,17.66509,157,0,8,0.0,0,59.405,18.51,2025.94991,8.0625,45.62499999999999,167.29166666666663,441.0416666666666,623.5416666666666,7.4,2.515,0.50325,59.9,9999,2.31974,3.03646,-13.07531,9.00328,18264,Northern,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.081157163930403,0.0075666552279564,2511.4520143422,0.0,2648.962609009391,2794.002379443326,2511.4520143422,0,18.51,99,0.375,0.273,211.2,73.9,161.1,884897
14509,14526,0,0,0,Sierra Leone,115.554,0.0,0.0,0.0,0,108.0,1834.0,0.069,0.0,120.734,6.59639,41,0,8,0.0,0,43.367,0.0,1013.31837,8.0625,45.62499999999999,167.29166666666663,441.0416666666666,623.5416666666666,91.5,1.188,0.60886,129.078,9999,0.25,2.7544,-11.55824,7.91457,14540,Southern,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.081157163930403,0.0039373307018899,1256.151718729539,0.0,1324.9303252282004,1397.4747958668102,1256.151718729539,0,0.0,99,0.4499999999999999,0.275,82.9,28.5,150.1,467773
14470,14487,0,0,0,Sierra Leone,124.946,12.356,0.0,0.0,0,114.4827,1842.01557,0.259,1460.0,2493.15,3.7759,138,2,11,0.0,0,29.857,12.356,5003.25945,8.0625,45.62499999999999,167.29166666666663,441.0416666666666,623.5416666666666,259.70001220703125,0.0,0.56844,131.341,9999,0.32173,2.58972,-11.42719,7.91965,14501,Southern,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.06690609198879,0.0024728213973796,6202.24910890277,0.0,7232.6262211050225,8434.179462274155,6202.24910890277,0,12.356,99,0.5249999999999999,0.274,413.9,135.5,743.7,2301190
19035,19056,0,0,0,Sierra Leone,69.256,13.814,0.0,0.0,0,57.5,1837.0,0.672,0.0,135.927,6.94987,47,0,14,0.0,0,67.24,13.814,3253.87257,8.0625,45.62499999999999,167.29166666666663,441.0416666666666,623.5416666666666,77.48333740234375,0.0,0.56029,112.052,9999,0.74167,2.66358,-12.05685,8.11285,19078,Southern,1.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.141803222449539,0.0030742732969831,4033.6361624751776,0.0,4254.491549799122,4487.439525583024,4033.6361624751776,0,13.814,99,0.4812499999999999,0.294,480.5,113.8,243.3,1559311
88,88,0,0,0,Sierra Leone,101.168,4.786,0.0,0.0,0,418.79851,1998.51878,0.198,0.0,154.767,18.84027,115,0,8,0.0,0,49.987,4.786,2210.39608,8.0625,45.62499999999999,167.29166666666663,441.0416666666666,623.5416666666666,112.5250015258789,4.501,0.7,101.15,9999,2.44531,2.83279,-11.8513,9.97568,89,Northern,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.081157163930403,0.0047977720999534,2740.099180245825,0.0,2890.128989922032,3048.3734452409044,2740.099180245825,0,4.786,99,0.3843749999999999,0.275,178.7,60.5,333.3,1020219
12210,12224,0,0,0,Sierra Leone,163.907,0.0,0.0,0.0,0,332.70508,1861.15501,0.13,0.0,160.437,24.70424,52,0,14,0.0,0,60.016,0.0,852.40594,8.0625,45.62499999999999,167.29166666666663,441.0416666666666,623.5416666666666,175.60000610351562,0.0,0.62046,164.018,9999,1.46408,3.19234,-10.50791,8.21184,12228,Eastern,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.141803222449539,0.0102356457735157,1056.6779585632778,0.0,1114.534693879723,1175.5592835025348,1056.6779585632778,0,0.0,99,0.4125,0.25,68.1,29.7,49.6,338174
19732,19753,0,0,0,Sierra Leone,50.886,14.418,0.0,0.0,0,7.58658,1878.02478,0.182,0.0,614.725,11.50734,83,0,11,0.0,0,50.886,14.418,1128.08574,8.0625,45.62499999999999,167.29166666666663,441.0416666666666,623.5416666666666,7.400000254313151,2.265,0.5812,58.089,9999,2.10854,2.89528,-13.00998,8.9582,19777,Northern,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06690609198879,0.0055636926938344,1398.4221377288204,0.0,1474.9905366696305,1555.7513175516194,1398.4221377288204,0,14.418,99,0.375,0.269,107.2,41.4,92.0,483550
20528,20551,0,0,0,Sierra Leone,175.944,13.618,0.0,0.0,0,62.1232,1759.61302,0.07,0.0,193.105,4.86125,11,0,2,0.0,0,16.646,13.618,1026.4751,8.0625,45.62499999999999,167.29166666666663,441.0416666666666,623.5416666666666,91.5,0.0,0.67059,199.052,9999,1.87424,2.87384,-11.54418,7.2791,20573,Southern,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1180710378266303,0.0052927539761368,1272.461350027707,0.0,1342.1329646689912,1415.6193387028638,1272.461350027707,0,13.618,99,0.4125,0.262,105.5,36.0,74.9,431559
19613,19634,0,0,0,Sierra Leone,79.107,2.715,0.0,0.0,0,574.775,1955.0,0.112,0.0,231.907,28.27879,98,0,8,0.0,0,59.606,2.715,1030.34773,8.0625,45.62499999999999,167.29166666666663,441.0416666666666,623.5416666666666,91.5,7.028,3.54265,79.129,9999,2.90646,3.54565,-11.01392,9.19212,19658,Northern,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.060639190237012,0.0181468951076299,1277.2620237098622,0.0,1347.1964916682978,1420.9601111382017,1277.2620237098622,0,2.715,99,0.375,0.268,78.6,36.1,127.1,457208
1212,1212,0,0,0,Sierra Leone,81.78,8.209,0.0,0.0,0,399.38398,1979.64063,0.104,2920.0,569.169,10.78805,112,0,8,0.0,0,68.543,8.209,965.15482,8.0625,45.62499999999999,167.29166666666663,441.0416666666666,623.5416666666666,91.5,6.91,0.72888,81.79,9999,3.71744,2.65331,-11.15758,9.55079,1213,Northern,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0702450512140544,0.0029853816102327,1196.446173163819,0.0,1261.955696666355,1331.0520908244937,1196.446173163819,0,8.209,99,0.3374999999999999,0.272,75.8,35.8,94.5,415267
19572,19593,0,0,0,Sierra Leone,62.755,27.055,0.0,0.0,0,66.45681,1901.38127,0.173,0.0,161.252,12.43231,99,0,8,0.0,0,18.564,27.055,910.12949,8.0625,45.62499999999999,167.29166666666663,441.0416666666666,623.5416666666666,7.400000095367432,0.0,0.57682,111.487,9999,2.33328,3.04616,-12.71835,9.26562,19617,Northern,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.081157163930403,0.0077185199886984,1128.234478893281,0.0,1190.0091786409405,1255.1662546590508,1128.234478893281,0,27.055,99,0.375,0.272,91.0,33.5,73.6,395247
12517,12531,0,0,0,Sierra Leone,111.594,5.977,0.0,0.0,0,305.30015,1849.16341,0.095,0.0,209.962,14.37132,53,0,2,0.0,0,14.946,5.977,820.92786,8.0625,45.62499999999999,167.29166666666663,441.0416666666666,623.5416666666666,175.60000610351562,0.0,1.71842,112.979,9999,1.07364,2.86922,-11.22888,8.17481,12539,Eastern,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1180710378266303,0.0052354925643697,1017.6564175896292,0.0,1073.376589964209,1132.1476325104788,1017.6564175896292,0,5.977,99,0.4125,0.266,55.0,27.4,117.5,364595
18558,18576,0,0,0,Sierra Leone,21.383,0.0,1642.5,0.0,0,25.9591,1849.25609,0.399,0.0,1289.29,27.0664,157,0,8,0.0,0,21.383,0.0,895.78992,8.0625,45.62499999999999,167.29166666666663,441.0416666666666,623.5416666666666,91.5,0.0,0.53604,21.315,9999,0.68364,3.56825,-13.17966,8.66992,18600,Northern,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.081157163930403,0.0187426752121401,1110.4585497927924,0.0,1171.2599565739083,1235.3904485039052,1110.4585497927924,0,0.0,99,0.4499999999999999,0.277,95.9,33.0,72.8,397731
5786,5791,0,0,0,Sierra Leone,48.397,15.926,0.0,0.0,0,4.76356,1884.54128,0.181,0.0,1289.29,6.12879,157,0,11,0.0,0,48.397,15.926,1070.29225,8.0625,45.62499999999999,167.29166666666663,441.0416666666666,623.5416666666666,63.46666463216146,4.854,0.51453,44.456,9999,1.93442,3.7235,-13.07343,8.85192,5787,Northern,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.06690609198879,0.0231286688106683,1326.778916857498,0.0,1399.4246042156744,1476.0478916281552,1326.778916857498,0,15.926,99,0.425,0.269,101.7,39.2,87.3,458766
20544,20567,0,0,0,Sierra Leone,203.63,14.168,0.0,0.0,0,30.0,1728.0,0.096,1460.0,2493.58,5.85146,116,0,2,0.0,0,2.163,14.168,1671.1049,8.0625,45.62499999999999,167.29166666666663,441.0416666666666,623.5416666666666,175.60000610351562,0.0,0.58018,224.184,9999,1.3,2.9285,-11.40639,7.06774,20589,Southern,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.1180710378266303,0.0060005611881,2071.5713387415985,0.0,2184.996960676277,2304.633023675991,2071.5713387415985,0,14.168,99,0.4499999999999999,0.259,159.4,59.1,124.5,691614
1499,1499,0,0,0,Sierra Leone,81.734,11.877,0.0,0.0,0,474.20977,1978.0,0.129,0.0,569.169,18.57868,112,0,8,0.0,0,73.543,11.877,940.49053,8.0625,45.62499999999999,167.29166666666663,441.0416666666666,623.5416666666666,91.5,3.489,0.65816,81.747,9999,3.73124,3.29826,-11.09624,9.4679,1500,Northern,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.081157163930403,0.0123326376726537,1165.871290489242,0.0,1229.7067345053094,1297.0373875946,1165.871290489242,0,11.877,99,0.3374999999999999,0.272,75.5,34.9,90.8,405165
20033,20054,0,0,0,Sierra Leone,78.073,0.0,0.0,845.21122,0,290.99275,1888.96278,0.165,0.0,247.621,3.74127,61,0,2,3.333475112915039,0,1.543,0.0,845.21122,8.0625,45.62499999999999,167.29166666666663,441.0416666666666,623.5416666666666,91.5,0.0,0.5042,76.983,9999,0.76742,2.74924,-11.26338,8.54541,20078,Eastern,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1180710378266303,0.0038845108180453,1047.7590835469514,1047.7415098999654,1105.1274799262983,1165.636992383586,1047.7590835469514,1,0.0,1,0.4499999999999999,0.272,73.8,31.4,77.1,365544
20346,20368,0,0,0,Sierra Leone,123.415,17.625,0.0,0.0,0,127.87272,1845.87272,0.07,0.0,512.68,4.882,44,0,2,0.0,0,29.495,17.625,949.98597,8.0625,45.62499999999999,167.29166666666663,441.0416666666666,623.5416666666666,91.5,6.234,0.58626,126.534,9999,0.64364,2.64499,-11.39563,7.97343,20391,Southern,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.102740091357838,0.0029146318606829,1177.642233984615,0.0,1242.122177449845,1310.1326185393084,1177.642233984615,0,17.625,99,0.4499999999999999,0.282,69.3,38.7,105.3,422908
