,Unnamed: 0,AgriDemand,CommercialDemand,Conflict,Country,CurrentHVLineDist,CurrentMVLineDist,EducationDemand,ElecPop,ElectrificationOrder,Elevation,GHI,GridCellArea,HealthDemand,Hydropower,HydropowerDist,HydropowerFID,IsUrban,LandCover,NightLights,PerCapitaDemand,PlannedHVLineDist,PlannedMVLineDist,Pop,ResidentialDemandTier1,ResidentialDemandTier2,ResidentialDemandTier3,ResidentialDemandTier4,ResidentialDemandTier5,ResidentialDemandTierCustom,RoadDist,Slope,SubstationDist,TransformerDist,TravelHours,WindVel,X_deg,Y_deg,id,Admin1,GDP,Cat_1,Cat_2,Cat_3,Unc,Prim,Sec,GridPenalty,WindCF,PopStartYear,ElecPopCalib,Pop2025,Pop2030,Pop2020,ElecStart,GridDistCalibElec,FinalElecCode2020,Commercial_Multiplier,MiniGridLCOE,PVCapacity,DieselCapacity,BatteryCapacity,NPC
3288,3288,0,0,0,Sierra Leone,50.145,21.435,0.0,0.0,0,63.68936,1890.0,0.112,0.0,495.262,6.1027,96,0,8,0.0,0,33.443,21.435,1343.62336,8.0625,45.62499999999999,167.29166666666663,441.0416666666666,623.5416666666666,7.400000095367432,0.0,0.55029,91.713,9999,2.30086,2.98629,-12.71753,9.1286,3289,Northern,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.081157163930403,0.0068107297155232,1665.6115619310822,0.0,1756.809496455697,1853.000830072663,1665.6115619310822,0,21.435,99,0.375,0.277,127.4,49.4,122.6,593306
4504,4507,0,0,0,Sierra Leone,61.487,23.008,0.0,0.0,0,17.18708,1863.21183,0.207,0.0,1289.29,18.48968,157,0,8,0.0,0,61.487,23.008,1035.99711,8.0625,45.62499999999999,167.29166666666663,441.0416666666666,623.5416666666666,7.400000095367432,0.0,0.51904,57.353,9999,2.49294,3.15002,-13.11436,8.99099,4505,Northern,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.081157163930403,0.0094624247981344,1284.2652308033607,0.0,1354.58314832265,1428.7512125294395,1284.2652308033607,0,23.008,99,0.375,0.281,85.5,28.4,162.5,488673
19484,19505,0,0,0,Sierra Leone,78.216,0.0,0.0,0.0,0,60.06506,1930.77055,0.113,0.0,107.684,3.75958,113,0,8,0.0,0,7.629,0.0,835.28563,8.0625,45.62499999999999,167.29166666666663,441.0416666666666,623.5416666666666,91.5,0.0,1.06805,78.672,9999,2.30902,2.62017,-12.21768,9.5846,19529,Northern,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.081157163930403,0.0027102210662282,1035.4549081692714,0.0,1092.1496088286078,1151.9485384191053,1035.4549081692714,0,0.0,99,0.375,0.27,74.6,30.8,72.8,358544
12561,12575,0,0,0,Sierra Leone,131.909,9.681,0.0,0.0,0,185.85558,1880.82293,0.361,0.0,104.255,7.65279,51,0,2,0.0,0,14.595,9.681,2643.07656,8.0625,45.62499999999999,167.29166666666663,441.0416666666666,623.5416666666666,175.60001627604166,0.0,0.55081,131.18,9999,0.74374,2.88313,-10.94635,8.17059,12583,Eastern,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1180710378266303,0.0054090984223392,3276.4679511117097,0.0,3455.865787021934,3645.086268540016,3276.4679511117097,0,9.681,99,0.4499999999999999,0.251,227.5,92.9,193.8,1055681
19302,19323,0,0,0,Sierra Leone,135.677,2.621,0.0,0.0,0,43.33855,1780.07698,0.113,0.0,727.679,16.00454,24,0,2,0.0,0,47.258,2.621,882.39667,8.0625,45.62499999999999,167.29166666666663,441.0416666666666,623.5416666666666,91.5,2.501,0.54904,186.461,9999,1.73309,2.77278,-11.84585,7.54947,19345,Southern,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1180710378266303,0.0041292648884765,1093.8557184369624,0.0,1153.748063368654,1216.9197192011854,1093.8557184369624,0,2.621,99,0.4125,0.289,127.1,30.5,64.9,416427
18613,18631,0,0,0,Sierra Leone,45.215,0.0,0.0,0.0,0,295.08742,1870.9855,0.276,1460.0,421.004,10.85487,75,0,8,0.0,0,0.653,0.0,3514.23166,8.0625,45.62499999999999,167.29166666666663,441.0416666666666,623.5416666666666,7.400000254313151,0.0,0.63447,49.071,9999,1.15703,2.80056,-11.66195,8.63057,18655,Northern,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.081157163930403,0.0044306996532927,4356.38815047117,0.0,4594.915313941302,4846.502656107164,4356.38815047117,0,0.0,99,0.4125,0.272,305.3,130.3,321.6,1519415
19930,19951,0,0,0,Sierra Leone,31.404,0.0,0.0,0.0,0,19.72254,1823.27166,0.233,0.0,1185.94,17.42687,155,0,8,0.0,0,31.404,0.0,984.04387,8.0625,45.62499999999999,167.29166666666663,441.0416666666666,623.5416666666666,91.5,0.0,0.58278,35.182,9999,1.13754,3.05126,-12.99908,8.68778,19975,Northern,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.081157163930403,0.0077991137954512,1219.8618274390576,0.0,1286.6534381666418,1357.102118214077,1219.8618274390576,0,0.0,99,0.4125,0.29,105.4,26.6,151.5,483092
19195,19216,0,0,0,Sierra Leone,167.596,10.755,1460.0,0.0,0,200.89985,1838.93928,0.921,1460.0,7514.12,19.32833,133,2,14,0.0,0,38.452,10.755,12096.81373,8.0625,45.62499999999999,167.29166666666663,441.0416666666666,623.5416666666666,223.6571568080357,0.0,0.62765,167.454,9999,1.14276,2.93008,-10.78779,7.87629,19238,Eastern,1.5714285714285714,1.0,0.0,0.0,0.0,2.0,0.0,1.141803222449539,0.0060218602127732,14995.71487891864,0.0,17486.94686928963,20392.046213098547,14995.71487891864,0,10.755,99,0.4339285714285714,0.289,1863.1,448.4,553.7,5730723
20192,20214,0,0,0,Sierra Leone,6.243,0.0,0.0,420.38528800000006,0,71.79035,1778.39974,0.156,0.0,344.205,30.22407,49,0,11,0.649030864238739,0,6.243,0.0,1050.96322,8.0625,45.62499999999999,167.29166666666663,441.0416666666666,623.5416666666666,343.79998779296875,0.0,1.34196,30.027,9999,0.15146,2.82969,-13.08845,8.27114,20237,Western Area,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06690609198879,0.0047616474819374,1302.817845021926,1302.7959933756315,1374.1515816766223,1449.3910845937055,1302.817845021926,1,0.0,1,0.4499999999999999,0.287,95.5,29.3,164.0,507222
18632,18650,0,0,0,Sierra Leone,92.239,0.0,0.0,0.0,0,395.0443,1895.45498,0.85,1460.0,2269.91,15.88328,152,0,8,0.0,0,6.403,0.0,2974.42054,8.0625,45.62499999999999,167.29166666666663,441.0416666666666,623.5416666666666,125.14000244140624,0.0,0.94084,92.347,9999,0.06212,3.1928,-11.02289,8.60969,18674,Eastern,1.4,1.0,0.0,0.0,0.0,0.0,0.0,1.081157163930403,0.0102442517611238,3687.215769655339,0.0,3889.103454650329,4102.045181474947,3687.215769655339,0,0.0,99,0.4649999999999999,0.256,225.8,110.1,244.0,1206004
15637,15655,0,0,0,Sierra Leone,118.076,5.271,0.0,0.0,0,59.39526,1804.5633,0.363,1460.0,3372.32,6.63329,134,0,14,0.0,0,49.182,5.271,3942.69105,8.0625,45.62499999999999,167.29166666666663,441.0416666666666,623.5416666666666,108.3199951171875,7.415,0.63097,148.461,9999,1.02381,2.5563,-11.81552,7.73084,15668,Southern,1.2,1.0,0.0,0.0,0.0,0.0,0.0,1.1236313772247468,0.0022288249451444,4887.524282104025,0.0,5155.132966898464,5437.394143229289,4887.524282104025,0,5.271,99,0.42,0.281,324.0,141.5,549.5,1848689
10684,10691,0,0,0,Sierra Leone,162.146,17.817,0.0,0.0,0,403.0,1877.0,0.112,0.0,1757.37,14.53618,144,0,2,0.0,0,69.243,17.817,1003.17858,8.0625,45.62499999999999,167.29166666666663,441.0416666666666,623.5416666666666,175.60000610351562,0.0,0.59687,162.245,9999,1.46667,3.02095,-10.42521,8.3743,10693,Eastern,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1180710378266303,0.0073276880729343,1243.5820120972032,0.0,1311.6723841307291,1383.4909371113606,1243.5820120972032,0,17.817,99,0.4125,0.25,82.6,35.4,76.2,399516
16527,16545,0,0,0,Sierra Leone,148.012,3.349,0.0,0.0,0,61.0,1785.0,0.052,0.0,880.172,7.12697,25,0,2,0.0,0,22.114,3.349,2203.28464,8.0625,45.62499999999999,167.29166666666663,441.0416666666666,623.5416666666666,91.5,2.584,0.54438,171.392,9999,1.13333,2.86602,-11.61929,7.5238,16559,Southern,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1180710378266303,0.0051960631276299,2731.2835425912526,0.0,2880.8306659293057,3038.566006180741,2731.2835425912526,0,3.349,99,0.4125,0.279,183.4,89.2,220.7,976642
3940,3941,0,0,0,Sierra Leone,14.873,8.892,0.0,0.0,0,430.64982,1900.0,0.155,1460.0,396.179,15.25136,91,0,8,0.0,0,14.873,8.892,1505.80796,8.0625,45.62499999999999,167.29166666666663,441.0416666666666,623.5416666666666,7.400000095367432,17.127,0.76663,14.936,9999,2.05942,3.43603,-11.59054,9.04116,3941,Northern,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.060639190237012,0.0154109713331431,1866.662357093774,0.0,1968.8685108649647,2076.6708014141877,1866.662357093774,0,8.892,99,0.375,0.278,127.1,55.8,150.6,663387
20440,20463,0,0,0,Sierra Leone,142.133,17.717,0.0,0.0,0,110.77587,1819.81518,0.121,1460.0,4757.45,13.8933,131,0,2,0.0,0,14.253,17.717,1705.11969,8.0625,45.62499999999999,167.29166666666663,441.0416666666666,623.5416666666666,175.60000610351562,0.0,0.51593,149.855,9999,0.52739,2.86027,-11.36659,7.76246,20485,Eastern,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.1180710378266303,0.0051256897845634,2113.737491241848,0.0,2229.4718543637064,2351.543070033585,2113.737491241848,0,17.717,99,0.4499999999999999,0.281,125.8,67.2,231.7,793635
19392,19413,0,0,0,Sierra Leone,61.848,32.062,0.0,0.0,0,78.5,1907.0,1.336,1460.0,831.736,11.93251,110,2,8,0.0,0,14.825,32.062,13439.57877,8.0625,45.62499999999999,167.29166666666663,441.0416666666666,623.5416666666666,35.43333604600694,0.0,0.60687,105.592,9999,2.51667,3.04005,-12.67147,9.28885,19437,Northern,1.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.081157163930403,0.0076226438924697,16660.2624315757,0.0,19428.025027266653,22655.594892955185,16660.2624315757,0,32.062,99,0.3874999999999999,0.271,1332.4,493.8,1092.6,5828502
19552,19573,0,0,0,Sierra Leone,55.959,6.17,0.0,0.0,0,82.0,1910.0,0.147,0.0,661.371,11.16734,109,0,8,0.0,0,20.03,6.17,1621.20048,8.0625,45.62499999999999,167.29166666666663,441.0416666666666,623.5416666666666,175.60000610351562,8.388,0.58799,69.429,9999,1.81667,2.33709,-12.29445,9.33826,19597,Northern,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0702450512140544,0.0010207057408722,2009.7077381091528,0.0,2119.7461161456245,2235.8094720489225,2009.7077381091528,0,6.17,99,0.4499999999999999,0.281,194.7,58.6,126.7,735357
12773,12787,0,0,0,Sierra Leone,108.93,8.998,0.0,0.0,0,292.67779,1843.68208,0.061,0.0,209.962,11.53014,53,0,2,0.0,0,37.098,8.998,1209.67056,8.0625,45.62499999999999,167.29166666666663,441.0416666666666,623.5416666666666,91.5,10.385,1.25367,107.71,9999,1.45037,2.85167,-11.42916,8.14118,12798,Southern,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0892443601228534,0.0050215751338907,1499.5580836460351,0.0,1581.664021821473,1668.2655411665833,1499.5580836460351,0,8.998,99,0.4125,0.276,135.0,44.9,71.8,536657
18338,18356,0,0,0,Sierra Leone,65.045,7.114,0.0,0.0,0,381.85807,1920.98251,0.456,1460.0,121.864,11.65852,84,0,2,0.0,0,22.592,7.114,2498.46252,8.0625,45.62499999999999,167.29166666666663,441.0416666666666,623.5416666666666,108.3199951171875,0.0,0.55771,65.122,9999,1.4167,2.99964,-11.16041,8.88693,18380,Eastern,1.2,1.0,0.0,0.0,0.0,0.0,0.0,1.1180710378266303,0.007007066936677,3097.198355023738,0.0,3266.7805668953474,3445.647985359109,3097.198355023738,0,7.114,99,0.42,0.27,199.0,92.7,235.8,1066890
11502,11516,0,0,0,Sierra Leone,129.137,10.113,0.0,0.0,0,196.95853,1891.69818,0.164,0.0,160.437,18.64648,52,0,2,0.0,0,22.4,10.113,1037.19101,8.0625,45.62499999999999,167.29166666666663,441.0416666666666,623.5416666666666,175.60000610351562,0.0,0.66397,129.259,9999,1.07623,2.91657,-10.8465,8.29236,11515,Eastern,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1180710378266303,0.0058412711436139,1285.7452390430133,0.0,1356.1441920795987,1430.397728775647,1285.7452390430133,0,10.113,99,0.4125,0.256,78.7,38.4,85.1,420538
19058,19079,0,0,0,Sierra Leone,129.678,2.977,0.0,0.0,0,166.0,1839.0,0.113,0.0,269.157,13.84727,46,0,2,0.0,0,17.014,2.977,1474.9474,8.0625,45.62499999999999,167.29166666666663,441.0416666666666,623.5416666666666,175.60000610351562,0.0,1.77031,122.908,9999,0.86667,2.16847,-11.25611,8.06068,19101,Eastern,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1180710378266303,0.0004813222417551,1828.4063196699624,0.0,1928.5178244390152,2034.110776783098,1828.4063196699624,0,2.977,99,0.4499999999999999,0.282,106.7,61.4,160.2,655160
15529,15547,0,0,0,Sierra Leone,171.13,7.954,0.0,0.0,0,219.0,1821.0,0.087,0.0,447.845,14.77086,40,0,2,0.0,0,17.323,7.954,926.96162,8.0625,45.62499999999999,167.29166666666663,441.0416666666666,623.5416666666666,175.60000610351562,2.868,0.57253,165.08,9999,0.58333,2.92357,-11.0154,7.75432,15560,Eastern,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1180710378266303,0.005934408003381,1149.1002893387968,0.0,1212.0174636335269,1278.379568590933,1149.1002893387968,0,7.954,99,0.4499999999999999,0.268,59.8,33.1,129.3,412660
18727,18745,0,0,0,Sierra Leone,0.0,0.666,0.0,1856.38347,0,69.5,1785.5,0.588,0.0,1150.68,38.83793,147,0,2,2.054171800613404,0,0.0,0.666,1856.38347,8.0625,45.62499999999999,167.29166666666663,441.0416666666666,623.5416666666666,490.9750061035156,1.425,3.677,18.01,9999,0.03333,2.71339,-13.13543,8.37352,18769,Western Area,2.75,0.0,0.0,0.0,0.0,0.0,0.0,1.1180710378266303,0.0035302578222367,2301.25038240608,2301.211784447368,2427.2517181893736,2560.152058418492,2301.25038240608,1,0.666,1,0.515625,0.281,199.9,59.2,170.8,835719
18436,18454,0,0,0,Sierra Leone,34.113,8.924,0.0,0.0,0,17.30912,1838.98304,0.474,0.0,1289.29,15.58264,157,0,8,0.0,0,34.113,8.924,2820.92578,8.0625,45.62499999999999,167.29166666666663,441.0416666666666,623.5416666666666,112.5250015258789,8.979,0.59303,34.045,9999,1.2452,2.98091,-13.13594,8.7765,18478,Northern,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0702450512140544,0.0067325867497392,3496.937262625038,0.0,3688.4065480230215,3890.359432209763,3496.937262625038,0,8.924,99,0.421875,0.281,268.0,76.1,434.8,1341468
